Publisher,Time,Author,Title,ID
Hazelden; 1st edition,9/1/86,Melody Beattie,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,1841
Dutton Books for Young Readers; First Edition edition,10/17/10,John Green,Turtles All the Way Down,1842
Thomas Nelson; 1 edition,2004/9/1,Emerson Eggerichs,Love & Respect: The Love She Most Desires; The Respect He Desperately Needs,1843
CreateSpace Independent Publishing Platform,9/27/17,Loretta Wagner,The Keto Crock Pot Cookbook: Quick And Easy Ketogenic Crock Pot Recipes For Smart People,1844
Broadway Books,1/29/13,Susan Cain,Quiet: The Power of Introverts in a World That Can't Stop Talking,1845
Bantam; Reprint edition,12/16/07,Daniel J. Siegel,No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind,1846
"Portfolio; Reprint, Revised edition",5/23/17,Simon Sinek,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,1847
The Experiment; 1 edition,8/14/12,Del Sroufe,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,1848
"Parent-Wise Solutions, Inc.; 5th ed. edition",2012/2/1,Robert Bucknam M.D.,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,1849
Harmony Books,09/13/04,Haylie Pomroy,The Fast Metabolism Diet: Eat More Food and Lose More Weight,1850
"Little, Brown and Company; Revised, Updated ed. edition",2011/1/5,Joel Fuhrman,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",1851
Harper Wave,4/17/18,Aubrey Marcus,"Own the Day, Own Your Life: Optimized Practices for Waking, Working, Learning, Eating, Training, Playing, Sleeping, and Sex",1852
Back Bay Books; Reprint edition,2011/6/7,Malcolm Gladwell,Outliers: The Story of Success,1853
Victory Belt Publishing; 1 edition,09/18/01,Maria Emmerich,"Keto: The Complete Guide to Success on The Ketogenic Diet, including Simplified Science and No-cook Meal Plans",1854
Sounds True; Reprint edition,01/17/02,David Deida,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire (20th Anniversary Edition)",1855
Knopf; 1 edition,9/20/16,Bill Burnett,"Designing Your Life: How to Build a Well-Lived, Joyful Life",1856
Spiegel &amp; Grau,12/26/17,Dan Harris,Meditation for Fidgety Skeptics: A 10% Happier How-to Book,1857
The Guilford Press; 2 edition,,Marsha M. Linehan,"DBT® Skills Training Handouts and Worksheets, Second Edition",1858
Harmony; 1 edition,12/17/09,Pearl Barrett,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours,1859
Rockridge Press,12/15/14,Celby Richoux,Bacon & Butter: The Ultimate Ketogenic Diet Cookbook,1860
Victory Belt Publishing; 1 edition,7/29/14,Dallas Hartwig,It Starts With Food: Discover the Whole30 and Change Your Life in Unexpected Ways,1861
Houghton Mifflin Harcourt; 1 edition,06/18/03,Naomi Whittel,"Glow15: A Science-Based Plan to Lose Weight, Revitalize Your Skin, and Invigorate Your Life",1862
Avery; 1 edition,02/18/01,Valter Longo,"The Longevity Diet: Discover the New Science Behind Stem Cell Activation and Regeneration to Slow Aging, Fight Disease, and Optimize Weight",1863
Victory Belt Publishing; 2nd edition,5/19/15,Kelly Starrett,"Becoming a Supple Leopard 2nd Edition: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance",1864
New Harbinger Publications; 1st edition,,Jeffrey C. Wood,"The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation & ... Tolerance (New Harbinger Self-Help Workbook)",1865
Harper,2/27/18,Rachel Simmons,"Enough As She Is: How to Help Girls Move Beyond Impossible Standards of Success to Live Healthy, Happy, and Fulfilling Lives",1866
Basic Books; 3 edition,8/29/17,Bruce D. Perry,"The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook--What Traumatized Children Can Teach Us About Loss, Love, and Healing",1867
Routledge; 1 edition,,Jordan B. Peterson,Maps of Meaning: The Architecture of Belief,1868
Zondervan; First printing June 2016 edition,09/16/08,Shauna Niequist,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",1869
Grand Central Life &amp; Style; 1st edition,12/18/12,Marla Heller,"The Dash Diet Weight Loss Solution: 2 Weeks to Drop Pounds, Boost Metabolism, and Get Healthy",1870
Random House Trade Paperbacks; Reprint edition,04/17/04,Brené Brown,"Rising Strong: How the Ability to Reset Transforms the Way We Live, Love, Parent, and Lead",1871
The Aasgaard Company; 3rd edition,2011/11/11,Mark Rippetoe,"Starting Strength:  Basic Barbell Training, 3rd edition",1872
New Castle P&amp;P,1/26/18,Dan Morris,Adult Coloring Book: Stress Relieving Animal Designs,1873
Harmony; 1st edition,12/31/13,Haylie Pomroy,The Fast Metabolism Diet Cookbook: Eat Even More Food and Lose Even More Weight,1874
TarcherPerigee; Anniversary edition,10/25/16,Julia Cameron,The Artist's Way: 25th Anniversary Edition,1875
Harper Business; Revised edition,,Robert B. Cialdini,"Influence: The Psychology of Persuasion, Revised Edition",1876
Simon &amp; Schuster,06/18/02,Bob Roth,Strength in Stillness: The Power of Transcendental Meditation,1877
Atria Books; 1 edition,12/27/16,JJ Smith,Green Smoothies for Life,1878
Simon &amp; Schuster,03/17/10,Chip Heath,The Power of Moments: Why Certain Experiences Have Extraordinary Impact,1879
Black Irish Entertainment LLC; 47716th edition,2012/1/11,Steven Pressfield,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,1880
Victory Belt Publishing,02/17/05,Maria Emmerich,Keto Comfort Foods: Family Favorite Recipes Made Low-Carb and Healthy,1881
Victory Belt Publishing; 1 edition,12/27/16,Maria Emmerich,The 30-Day Ketogenic Cleanse: Reset Your Metabolism with 160 Tasty Whole-Food Recipes & Meal Plans,1882
Adams Media; 1 edition,01/14/09,Dave Canterbury,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,1883
Scribner; Reprint edition,10/17/01,Joanna Faber,How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7,1884
New World Library; Third edition,,Joseph Campbell,The Hero with a Thousand Faces (The Collected Works of Joseph Campbell),1885
"New World Library; Anniversary, Revised, Expanded edition",11/15/16,Valerie Ann Worwood,"The Complete Book of Essential Oils and Aromatherapy, Revised and Expanded: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments",1886
Scribner; 1 edition,4/26/16,Phil Knight,Shoe Dog: A Memoir by the Creator of Nike,1887
CreateSpace Independent Publishing Platform; 1 edition,4/19/16,Lucy Libido,Lucy Libido Says.....There's an Oil for THAT: A Girlfriend's Guide to Using Essential Oils Between the Sheets (1) (Volume 1),1888
Penguin; Reprint edition,1/30/08,Eckhart Tolle,"A New Earth: Awakening to Your Life's Purpose (Oprah's Book Club, Selection 61)",1889
TarcherPerigee; Reprint edition,2012/1/5,Amir Levine,Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love,1890
Henry Holt and Co.,03/17/10,Russell Brand,Recovery: Freedom from Our Addictions,1891
"Think-Outside-the-Book Publishing, Inc.; 1st Paperback Edition edition",8/21/08,Madison Cavanaugh,The One-Minute Cure: The Secret to Healing Virtually All Diseases,1892
Rockridge Press; 39204th edition,10/29/12,John Chatham,Paleo for Beginners: Essentials to Get Started,1893
William Morrow Paperbacks; 1 edition,12/1/94,Martha Whitmore Hickman,Healing After Loss: Daily Meditations For Working Through Grief,1894
Houghton Mifflin Harcourt,06/16/12,Melissa Hartwig,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,1895
Sasquatch Books; Gjr edition,9/20/16,Moorea Seal,"52 Lists for Happiness: Weekly Journaling Inspiration for Positivity, Balance, and Joy",1896
Wizards of the Coast; Brdgm edition,7/15/14,Wizards RPG Team,Dungeons & Dragons Starter Set,1897
American Girl; Updated edition,2/26/13,Dr. Lynda Madison,The Feelings Book (Revised): The Care and Keeping of Your Emotions,1898
Lama Foundation,10/12/71,Ram Dass,Be Here Now,1899
Victory Belt Publishing,03/17/10,Carolyn Ketchum,"The Everyday Ketogenic Kitchen: With More than 150 Inspirational Low-Carb, High-Fat Recipes to Maximize Your Health",1900
HarperOne; 1 edition,3/28/17,Izabella Wentz PharmD,Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back,1901
TarcherPerigee; Reprint edition,2007/12/4,Tanya Zuckerbrot,The F-Factor Diet: Discover the Secret to Permanent Weight Loss,1902
William Morrow,6/27/17,Kelly LeVeque,"Body Love: Live in Balance, Weigh What You Want, and Free Yourself from Food Drama Forever",1903
"Little, Brown and Company; 1st edition",2008/4/8,Sue Johnson,Hold Me Tight: Seven Conversations for a Lifetime of Love,1904
Riverhead Books,2011/4/5,Daniel H. Pink,Drive: The Surprising Truth About What Motivates Us,1905
Rodale Books; 1 edition,09/16/08,Shalane Flanagan,Run Fast. Eat Slow.: Nourishing Recipes for Athletes,1906
Scribner,06/18/03,Geneen Roth,This Messy Magnificent Life: A Field Guide,1907
TarcherPerigee; 48181st edition,11/28/12,Dr. Laura Markham,"Peaceful Parent, Happy Kids: How to Stop Yelling and Start Connecting (The Peaceful Parent Series)",1908
Riverhead Books; Reprint edition,9/27/16,Elizabeth Gilbert,Big Magic: Creative Living Beyond Fear,1909
Dey Street Books; Reprint edition,12/30/14,Dan Harris,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story",1910
Twelve; 1 edition,5/24/16,Sebastian Junger,Tribe: On Homecoming and Belonging,1911
William Morrow,06/18/02,Alex Hutchinson,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",1912
Victory Belt Publishing; 1 edition,3/15/16,Maria Emmerich,Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight,1913
"Candlewick; Anniversary, New edition",08/14/08,Robie H. Harris,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health (The Family Library)",1914
Broadway Books,2011/3/8,Rebecca Skloot,The Immortal Life of Henrietta Lacks,1915
Shambhala; Anniversary edition,07/16/06,Pema Chodron,When Things Fall Apart: Heart Advice for Difficult Times,1916
Hazelden Publishing; 1st edition,6/1/90,Melody Beattie,The Language of Letting Go: Daily Meditations for Codependents (Hazelden Meditation Series),1917
Sourcebooks,2/26/18,Stephanie Wittels Wachs,"Everything Is Horrible and Wonderful: A Tragicomic Memoir of Genius, Heroin, Love, and Loss",1918
Harmony; 1st edition,9/15/15,Pearl Barrett,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes,1919
Bantam Books; 10th Anniversary edition,9/27/05,Daniel Goleman,Emotional Intelligence: Why It Can Matter More Than IQ,1920
Holtzbrinck Publishers; 1 edition,1/23/18,Laila Ali,Food for Life: Delicious & Healthy Comfort Food from My Table to Yours!,1921
Harper; Reprint edition,12/30/08,David D. Burns,Feeling Good: The New Mood Therapy,1922
Simon &amp; Schuster; Anniversary edition,11/14/03,Gary Zukav,The Seat of the Soul: 25th Anniversary Edition with a Study Guide,1923
Guilford Press; 1st edition,2009/1/2,Peg Dawson,"Smart but Scattered: The Revolutionary ""Executive Skills"" Approach to Helping Kids Reach Their Potential",1924
Back Bay Books; 1 edition,2007/4/3,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,1925
Schocken; Revised edition,1/3/95,B. K. S. Iyengar,Light on Yoga: The Bible of Modern Yoga,1926
Sarah Crichton Books,1/23/18,John Leland,Happiness Is a Choice You Make: Lessons from a Year Among the Oldest Old,1927
Victory Belt Publishing; 2014 First Edition edition,05/14/08,Jimmy Moore,"Keto Clarity: Your Definitive Guide to the Benefits of a Low-Carb, High-Fat Diet",1928
Scribner; 3/17/13 edition,11/14/03,Tim S. Grover,Relentless: From Good to Great to Unstoppable,1929
Avery; 1 edition,12/27/07,Brené Brown,"I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""",1930
"Alcoholics Anonymous World Services, Inc.; 4 edition",2002/2/10,Anonymous,Alcoholics Anonymous: The Big Book,1931
William Morrow Paperbacks; 1 edition,4/15/08,Joe Navarro,What Every BODY is Saying: An Ex-FBI Agent_�s Guide to Speed-Reading People,1932
Family Health Publications; 30 edition,11/17/17,Allan Borushek,"The CalorieKing Calorie, Fat & Carbohydrate Counter 2018",1933
Aguilar; Original edition,6/26/17,Doctor Juan Rivera,Santo remedio: Cientos de remedios caseros llenos de sabiduria y ciencia / Doctor Juan's Top Home Remedies: Hundreds of home remedies full of wisdom and sc (Consulta con Doctor Juan) (Spanish Edition),1934
Harmony; 1 edition,9/15/15,Pearl Barrett,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,1935
Clarity Marketing USA LLC; Reprint edition,11/17/11,Allen Carr,Allen Carr's Easy Way To Stop Smoking,1936
The Guilford Press; 1 edition,,David A. Clark,The Anxiety and Worry Workbook: The Cognitive Behavioral Solution,1937
Rockridge Press,8/23/13,Rockridge Press,Juicing for Beginners: The Essential Guide to Juicing Recipes and Juicing for Weight Loss,1938
Althea Press,10/17/17,Karen Frazier,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,1939
Sounds True,01/17/10,Megan Devine,It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand,1940
Gallery Books,02/18/01,Gabrielle Bernstein,Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life,1941
Harmony,09/18/01,Daniel Chidiac,Who Says You Can't? You Do,1942
"Basic Books; Revised, Expanded edition",05/13/11,Don Norman,The Design of Everyday Things: Revised and Expanded Edition,1943
"Storey Publishing, LLC",08/16/03,Hannah Crum,"The Big Book of Kombucha: Brewing, Flavoring, and Enjoying the Health Benefits of Fermented Tea",1944
Sounds True,04/17/04,Judith Orloff,The Empath's Survival Guide: Life Strategies for Sensitive People,1945
TarcherPerigee; 3rd Edition edition,1/19/06,Suzy Giordano,Twelve Hours' Sleep by Twelve Weeks Old: A Step-by-Step Plan for Baby Sleep Success,1946
Revell,4/15/14,Jonathan Catherman,"The Manual to Manhood: How to Cook the Perfect Steak, Change a Tire, Impress a Girl & 97 Other Skills You Need to Survive",1947
Windsor Peak Press; 8 edition,07/17/12,Ari Brown,Baby 411: Clear Answers & Smart Advice for Your Baby's First Year,1948
HarperOne; Reprint edition,06/14/05,Alisa Vitti,"WomanCode: Perfect Your Cycle, Amplify Your Fertility, Supercharge Your Sex Drive, and Become a Power Source",1949
New Harbinger Publications; 2 edition,2010/1/2,Randi Kreger,Stop Walking on Eggshells: Taking Your Life Back When Someone You Care About Has Borderline Personality Disorder,1950
Rodale Books,3/20/18,Jessica Merchant,The Pretty Dish: More than 150 Everyday Recipes and 50 Beauty DIYs to Nourish Your Body Inside and Out,1951
Flatiron Books; Reprint edition,07/17/02,Jenny Lawson,Furiously Happy: A Funny Book About Horrible Things,1952
Penguin Books; Reprint edition,9/25/12,Steven Pinker,The Better Angels of Our Nature: Why Violence Has Declined,1953
Grand Central Life &amp; Style,2/13/18,Shira Lenchewski,"The Food Therapist: Break Bad Habits, Eat with Intention, and Indulge Without Worry",1954
Harmony,3/27/18,Forrest Hanson,"Resilient: How to Grow an Unshakable Core of Calm, Strength, and Happiness",1955
Beacon Publishing; 2nd edition,01/16/12,Matthew Kelly,Resisting Happiness,1956
William Morrow Paperbacks; Reprint edition,2010/1/5,Ian Kerner,She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner),1957
Victory Belt Publishing,2/20/18,Kyndra Holley,Keto Happy Hour: 50+ Low-Carb Craft Cocktails to Quench Your Thirst,1958
Harmony; 1 edition,12/14/10,Timothy Ferriss,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",1959
